-2.66E-04,-6.95E-06,-1.55E-05,1.01E-04,-4.49E-05,8.85E-05,1.78E-05,8.31E-05,6.00E-05,2.69E-04,5.66E-05,8.22E-05,1.54E-04,-7.58E-05,4.84E-05,-4.89E-05,1.04E-04,4.36E-05,-8.87E-06,4.53E-05
-6.95E-06,-1.01E-04,3.34E-04,-1.62E-04,8.97E-05,1.04E-04,-4.98E-05,1.15E-04,3.37E-05,1.93E-04,-5.27E-05,6.58E-05,2.29E-05,-1.46E-04,-2.34E-05,3.65E-06,-1.01E-05,-5.72E-05,5.14E-06,2.27E-05
-1.55E-05,3.34E-04,-5.52E-04,4.33E-04,-1.67E-04,-2.59E-04,9.91E-05,-2.40E-04,-8.70E-05,-3.14E-04,7.06E-05,-1.34E-04,-6.56E-05,2.62E-04,1.80E-05,-2.62E-05,6.63E-05,9.40E-05,-4.47E-05,-4.71E-06
1.01E-04,-1.62E-04,4.33E-04,-9.59E-04,6.95E-06,1.96E-04,-1.28E-04,8.12E-05,6.01E-05,4.27E-04,-4.55E-05,1.09E-04,1.83E-04,-6.76E-05,-2.01E-05,5.54E-05,-1.25E-04,-1.43E-04,5.78E-05,-1.23E-04
-4.49E-05,8.97E-05,-1.67E-04,6.95E-06,-7.35E-05,-1.86E-04,-3.93E-05,-8.52E-05,4.82E-06,-2.69E-05,-2.57E-05,-1.81E-05,8.48E-05,9.10E-05,-1.71E-06,3.03E-05,3.45E-06,-2.44E-05,4.24E-06,-2.14E-05
8.85E-05,1.04E-04,-2.59E-04,1.96E-04,-1.86E-04,-1.78E-04,-1.21E-04,-2.00E-04,-4.95E-05,-2.65E-04,-5.27E-05,-8.06E-05,-6.78E-05,1.04E-04,9.74E-06,2.80E-05,-5.72E-05,2.18E-05,1.90E-05,-5.09E-05
1.78E-05,-4.98E-05,9.91E-05,-1.28E-04,-3.93E-05,-1.21E-04,-1.50E-04,3.11E-06,-1.52E-05,6.78E-05,-7.53E-05,5.00E-05,6.52E-05,-5.06E-05,2.21E-06,1.51E-05,-3.48E-05,-8.16E-05,5.11E-05,5.85E-06
8.31E-05,1.15E-04,-2.40E-04,8.12E-05,-8.52E-05,-2.00E-04,3.11E-06,-3.48E-04,-1.41E-04,-2.26E-04,5.67E-07,2.51E-05,-9.03E-05,2.30E-04,-2.00E-05,8.29E-05,-8.86E-05,-7.53E-06,5.89E-05,-2.79E-05
6.00E-05,3.37E-05,-8.70E-05,6.01E-05,4.82E-06,-4.95E-05,-1.52E-05,-1.41E-04,-2.35E-04,-1.88E-04,-1.18E-05,7.61E-06,-8.02E-05,4.93E-05,4.78E-05,-7.41E-05,-1.07E-04,-1.71E-05,2.51E-05,-5.18E-06
2.69E-04,1.93E-04,-3.14E-04,4.27E-04,-2.69E-05,-2.65E-04,6.78E-05,-2.26E-04,-1.88E-04,-7.38E-04,-5.75E-05,-3.17E-04,-3.41E-04,3.00E-04,-3.06E-05,-5.43E-05,-1.53E-04,2.23E-05,4.68E-05,-1.12E-05
5.66E-05,-5.27E-05,7.06E-05,-4.55E-05,-2.57E-05,-5.27E-05,-7.53E-05,5.67E-07,-1.18E-05,-5.75E-05,-4.42E-04,-8.09E-06,1.69E-04,-2.07E-04,4.35E-05,1.43E-04,-1.30E-04,-7.37E-05,-3.07E-05,-5.46E-05
8.22E-05,6.58E-05,-1.34E-04,1.09E-04,-1.81E-05,-8.06E-05,5.00E-05,2.51E-05,7.61E-06,-3.17E-04,-8.09E-06,-7.80E-05,2.86E-05,1.65E-04,-3.99E-05,-8.14E-05,-1.54E-05,4.74E-05,-2.02E-05,-4.26E-05
1.54E-04,2.29E-05,-6.56E-05,1.83E-04,8.48E-05,-6.78E-05,6.52E-05,-9.03E-05,-8.02E-05,-3.41E-04,1.69E-04,2.86E-05,-5.87E-04,1.35E-04,-2.39E-05,8.54E-05,-2.70E-04,-8.98E-05,4.73E-05,1.10E-04
-7.58E-05,-1.46E-04,2.62E-04,-6.76E-05,9.10E-05,1.04E-04,-5.06E-05,2.30E-04,4.93E-05,3.00E-04,-2.07E-04,1.65E-04,1.35E-04,-6.85E-04,-2.73E-05,-3.02E-05,3.22E-04,-1.33E-04,1.83E-06,5.36E-05
4.84E-05,-2.34E-05,1.80E-05,-2.01E-05,-1.71E-06,9.74E-06,2.21E-06,-2.00E-05,4.78E-05,-3.06E-05,4.35E-05,-3.99E-05,-2.39E-05,-2.73E-05,-1.73E-04,8.98E-05,-6.68E-05,-5.52E-07,5.97E-05,-5.30E-06
-4.89E-05,3.65E-06,-2.62E-05,5.54E-05,3.03E-05,2.80E-05,1.51E-05,8.29E-05,-7.41E-05,-5.43E-05,1.43E-04,-8.14E-05,8.54E-05,-3.02E-05,8.98E-05,-3.01E-04,9.65E-05,7.18E-05,2.81E-05,4.56E-05
1.04E-04,-1.01E-05,6.63E-05,-1.25E-04,3.45E-06,-5.72E-05,-3.48E-05,-8.86E-05,-1.07E-04,-1.53E-04,-1.30E-04,-1.54E-05,-2.70E-04,3.22E-04,-6.68E-05,9.65E-05,-6.68E-04,-1.12E-04,3.37E-05,5.02E-06
4.36E-05,-5.72E-05,9.40E-05,-1.43E-04,-2.44E-05,2.18E-05,-8.16E-05,-7.53E-06,-1.71E-05,2.23E-05,-7.37E-05,4.74E-05,-8.98E-05,-1.33E-04,-5.52E-07,7.18E-05,-1.12E-04,-1.77E-04,5.98E-05,-1.13E-04
-8.87E-06,5.14E-06,-4.47E-05,5.78E-05,4.24E-06,1.90E-05,5.11E-05,5.89E-05,2.51E-05,4.68E-05,-3.07E-05,-2.02E-05,4.73E-05,1.83E-06,5.97E-05,2.81E-05,3.37E-05,5.98E-05,-7.77E-05,1.70E-05
4.53E-05,2.27E-05,-4.71E-06,-1.23E-04,-2.14E-05,-5.09E-05,5.85E-06,-2.79E-05,-5.18E-06,-1.12E-05,-5.46E-05,-4.26E-05,1.10E-04,5.36E-05,-5.30E-06,4.56E-05,5.02E-06,-1.13E-04,1.70E-05,-1.38E-04
